"ID","Created Date","Updated Date","Owner","capitulo","Nome","Ensinamento","Desc. Personagem","Ocupação","Significado","Local","Resumo do Cap. (84000.co)","Cap. FILE NAME","Cap. URL","QR Code URL","LINK MODEL"
"574e7639-3ee7-4218-9806-161fb88ab98d","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","21","Mahāprabha","The conduct of the bodhisattva called the ""standard of great love"" and the corresponding samādhi, ""exercising power over the world through the motivation of great love."" Mahāprabha teaches that unconditional love is the most powerful force to govern and transform society. His method is first to satisfy all the material needs of his subjects and then guide them to the Dharma, eliminating the causes of conflict and suffering.","Sudhana enters the most spectacular city of her journey and finds King Mahāprabha, who rules not by strength, but through the transforming power of universal love.","King","Great light","The city of Suprabha, described as an inconceivable magnificence utopia, with seven jewelry pitty, seven diamond walls, and millions of heavenly palaces and pavilions.","After a long search, Sudhana finds the city of Suprabha, which seems to be miraculously made of precious materials. He finds King Mahāprabha sitting on a throne in the city, along with large amounts of goods, animals and women arranged as gifts. King Mahāprabha tells Sudhana that he has reached the conduct of Bodhisattva called the standard of the great love of countless buddhas and provides everyone in his kingdom all they wish.","21 MAHĀPRABHA Stem Array.pdf","https://drive.google.com/file/d/1WxwwnQ2gdb8KcnJ35IJYXNXeXiyc4OVC/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=21","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo21.glb"
"60bd04bf-b8a7-4e60-8ebf-8d1fedd8d72e","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","41","Sarvajagadrakṣāpraṇidhānavīryaprabhā","The liberation of the bodhisattva called ""the origin of the roots of merit that inspire the maturation of all beings."" The central teaching is about the power of sacrificial compassion. The goddess narrates her own history of a past life, there are countless kalpas, like Prince Vijitāvin. Moved by overwhelming compassion, the prince offered to be executed in place of thousands of criminals that his father, the king, had imprisoned in order to free them.","Sudhana finds the goddess, whose body manifests all of the cosmos (sun, moon, stars) and appears adapted to all beings.","Night goddess","Light of vote of votes to protect the whole world","In Bodhimaṇḍa, in the middle of his entourage.","Sudhana sees Sarvajagadrakṣāpraṇidhānavīryaprabhā with the image of all the stars, and everything else, in her body. It manifests bodies in various ways for beings throughout the kingdom of phenomena. Looking at her, Sudhana reaches ten pure perceptions and numerous ""similarities"" with the bodhisattvas. Sudhana goes to her in verse, and she tells her that she has reached Bodhisattvic release called the origin of the roots of merit that inspire the maturity of all beings. This means that, having performed the unreality of phenomena, it can manifest itself in any way miraculous to benefit beings at every moment.","41 SARVAJAGADRAKṢĀPRAṆIDHĀNAVĪRYAPRABHĀ Stem Array.pdf","https://drive.google.com/file/d/1XpVIyv22-XsSSLvFK9qkzLtLd1ToBTZB/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=41","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo41.glb"
"679f35ab-c5b5-4eda-936e-60197e12d51a","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","33","Stthāvarā","The liberation of the bodhisattva called the ""essence of invincible wisdom."" The central teaching is that the practices and merits of a bodhisattva are not lost but are preserved and witnessed by the earth itself. Sthāvarā demonstrates that Sudhana's journey is sustained by his own past actions, revealing to him the tangible fruits of his merit.","Upon arriving at Bodhimaṇḍa, Sudhana is greeted by Nthāvarā and a million other earth goddesses who, upon her arrival, make the world tremble, rain flowers and perfumes, and reveal treasures of the earth.","Goddess of the earth","Stable","The bodhimaṇḍa (place of lighting) in the land of Magadha.","Sudhana deixa o sul da Índia e chega ao bodhimaṇḍa em Magadha. Quando ele se aproxima da deusa da terra, Sthāvarā, outro milhão de deusas da terra declaram que um grande ser realizado está se aproximando. Elas manifestam uma série de aparências miraculosas. Sthāvarā afirma que Sudhana acumulou méritos neste lugar em vidas passadas e demonstra o seu resultado pisando o chão, de modo que aparecem milhões de tesouros que Sudhana sempre poderá usar.","33 STHĀVARĀ Stem Array.pdf","https://drive.google.com/file/d/1FDwkCCv-_kSXq9cbc-yf8ywD23fAlysA/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=33","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo33.glb"
"67fdd73b-96a4-46ad-8165-635cefdd2186","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","50","Scanda","Sucandra states that he knows the liberation of the bodhisattva called ""The Immaculate Light of Wisdom.""","Following the nomination of Muktāsāra, Sudhana finds the Sucandra head of household, pays the honors and asks his question about the conduct of Bodhisattva.","Householder","Good moon","In a forest next to the city of Bharukaccha.","Sudhana finds Sucandra, who tells him that his realization is limited to the bodhisattvic liberation called the Stainless Light of Wisdom.","50 SUCANDRA Stem Array.pdf","https://drive.google.com/file/d/1HzymJURMepb_Sx1veZDMbkWIbjVYDRB-/view?usp=drive_link,","https://technosutra21.github.io/technosutra/?model=50","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo50.glb"
"6e61633c-0e8e-4fb0-a721-14c33951f19c","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","51","Ajitasena","Ajitasena claims to have reached the liberation of the bodhisattva called ""incessant characteristics,"" through which he obtained ""the treasure of the incessant vision of the buddhas.""","Sudhana arrives in the city of Roruka, approaches the Ajitasena head of household, pays the honors and asks her question about the conduct of Bodhisattva.","Householder","Invincible army","The city of Roruka, in the southern region.","Sudhana finds Ajitasena, who has reached a bodhisattvic liberation called incessant characteristics.","51 AJITASENA Stem Array.pdf","https://drive.google.com/file/d/1yl8abtEsit4K0mPrC4117h6LaDs2ehWI/view?usp=drive_link,","https://technosutra21.github.io/technosutra/?model=51","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo51.glb"
"70e2173a-caa6-4a9e-93b4-6d19ea9d318f","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","11","BHṣṣmottaranirghoṣa","The liberation of the bodhisattva called ""the banner of invincibility."" This teaching is not verbally transmitted, but through a direct visionary experience, demonstrating that true invincibility comes from the direct perception of Buddha reality.","Sudhana seeks and finds ṛṣi bhṣmottara nirghoṣa, an ascet with tangled hair and tree bark robes, meditating in a Ashram.","Seer","Supreme and terrible sound","An idyllic forest in the land of Nālayu.","Sudhana arrives in Nālayu and finds ṛṣi bhṣmottaranirghoṣa, along with ten thousand young students, in an ashram in a miraculously beautiful forest. BHṣṣmottaranirghoṣa speaks to their students from the greatness of Sudhana, and they make offerings. BHṣṣmottaranirghoṣa tells Sudhana that he reached the Bodhisattvic liberation called the banner of being invincible to others.","11 BHĪṢMOTTARANIRGHOṢA Stem Array.pdf","https://drive.google.com/file/d/1SLw127gIGv-I73p-U54V-BkfD9WGWSNc/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=11","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo11.glb"
"73bcff85-1034-4b24-a8ce-1d57530cee8c","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","42","Sutejomaṇḍalaratiśrī","The liberation of the bodhisattva called ""the miraculous manifestations in the birth of the bodhisattvas."" The goddess teaches about the ** ten types of ""births"" ** or stages that a bodhisattva crosses to be born in the ""family of tathāgatas"". These births are not literal, but they represent milestones on the spiritual journey, such as dedication to the service of all Buddhas, the awakening of aspiration to enlightenment, the certainty in the Dharma, the purity of motivation and the realization of the Tathāgatas lineage.","Sudhana arrives at the Holy Forest of Lumbinī and finds the goddess teaching Dharma to a vast assembly of two hundred thousand trillion goddesses of the forest.","Night goddess","Splendor of joy in the luminous male","In the Lumbinī Forest, the place of birth of the Buddha śākyamuni.","Sudhana goes to the Lumbinī Forest and sees Sutejomaṇḍalaratiśrī within a kūṭāgāra made of precious branches of trees, teaching a sūtra to millions of forest goddesses. She teaches Sudhana in prose and again in verse the ten types of birth through which a Bodhisattva enters the Tathāgatas family. She states that she has reached the Bodhisattvic liberation called the miraculous manifestations at the birth of Bodhisattvas through all the perceptions of countless Kalpas.","42 SUTEJOMAṆḌALARATIŚRĪ Stem Array.pdf","https://drive.google.com/file/d/1vRGLmDBHK67XsQfNyADzuHHqLazg48bG/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=42","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo42.glb"
"7a579c67-da39-441e-8f91-188ffacaf750","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","4","Meghaśrī","The release through full attention in the Buddhas. Meghaśrī is a visionary capacity that allows him, when looking in any direction, to perceive an inconceivable and exponentially growing number of Buddhas, along with their kingdoms, auras, assemblies and distinct teachings.","Following the instruction of Mañjuśrī, Sudhana travels to the mountain Sugrīva.","Monk","Cloud glory","Mountain Sugrīva, in the land of Rāmāvarānta.","Sudhana comes to Rāmāvar com and finds the monk Meghaśrī walking on a plateau, on the summit of a mountain. Meghaśrī describes how he can see all tathāgatas in all directions. However, he states that his knowledge is limited and cannot describe the various achievements that allow other bodhisattvas to see all Tathāgatas.","04 MEGHAŚRĪ Stem Array.pdf","https://drive.google.com/file/d/1yEATMBo_kjkqgjNKulOmWIUlOCbzg8DV/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=4","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo4.glb"
"7c951433-7c70-4bf9-969e-8b306ccf3135","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","53","Śrīsaṃbhava & śrīmati","The duo teaches the liberation of the bodhisattva called ""the appearance of illusion"". They explain that, through this liberation, they see everything as an illusion: all worlds, karma, afflictions (kleśas), beings, the three kingdoms, and even the śrāvakas, PratyekaBuddhas, and Bodhisattva's own conduct are understood as an illusory nature, arising from interdependent and equally illusory causes and conditions.","Sudhana arrives in town and approaches the boy and the girl.","Young people","Glorious origin and the one that has glory","The city of Sumanāmukha, in the southern region.","Sudhana meets the boy and the girl śrīsaṃbhava and śrīmati. Together, in one voice, they say they reached Bodhisattvic release called the appearance of illusion, through which they see all phenomena as illusions. Being limited to this achievement, they tell Sudhana to go to a kūṭāgāra in southern India, in which the Bodhisattva Maitreya inhabits. They describe the qualities of Maitreya and give Sudhana advice about her practice of Bodhisattva's conduct, long describing the qualities that a Bodhisattva needs to achieve.","53 ŚRĪSAṂBHAVA AND ŚRĪMATI Stem Array.pdf","https://drive.google.com/file/d/1mr_VN1Wgs4lI1C_4gaipkfYEyblp-9Lp/view?usp=drive_link,","https://technosutra21.github.io/technosutra/?model=53","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo53.glb"
"807747f7-43ab-4e4d-96c4-7c4eb6b69c05","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","17","Vidvān","The liberation of the bodhisattva called ""the merit that arises from the treasure of the mind."" This teaching demonstrates the power to manifest all material requirements directly from heaven, simply through the power of mind and aspiration. Vidvān uses this ability to meet the needs of all beings, and since his material needs are met, he teaches them the Dharma, adapting the message to guide them to illumination.","Sudhana finds Vidvān sitting on a magnificent throne of jewelry in a busy crossroads, surrounded by a sectional of heavenly musicians and beings that surpass the beauty of Devas and Humans.","Householder","Wise","A crossroads in the center of Mahāsaṃbhava.","Sudhana finds Vidvān on a throne on a platform at the crossroads in the city center. Vidvān tells Sudhana that he has reached Bodhisattvic release called the merit that arises from the treasure of mind. Therefore, he is able to provide beings with everything they desire, and he brought his entourage of ten thousand musicians to the path of enlightenment. Sudhana sees countless beings arrive. When Vidvān looks to heaven, everything beings desire to go down to the hands of Vidvān, and he gives them.","17 VIDVĀN Stem Array.pdf","https://drive.google.com/file/d/10RTf1Bcc27ITsOR6J22E3e3bNX77nyhb/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=17","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo17.glb"
"8129fb59-c019-42f6-9e63-5fa457d4955a","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","1","Buddha śākyamuni","In response to teaching requests, Buddha does not offer a verbal teaching. Instead, he enters the Samādhi called ""The Lion's Road"". This meditative act is the teaching itself, a manifestation of power that transforms reality and prepares the scenario for the revelations that will follow.","The Buddha is in a magnificently adorned Kūṭāgāra in Jetavana.","Buddha","The enlightened","JETAVANA, IN ANEMHAPI PARK IN śrāvastī.","O Buda Śākyamuni está em Jetavana em Śrāvastī com cinco mil bodhisattvas e quinhentos śrāvakas. Em suas mentes, eles desejam um ensinamento e, portanto, o Buda entra em samādhi, e incontáveis reinos búdicos aparecem ali dentro de um vasto kūṭāgāra. Os bodhisattvas também vêm de outros reinos para o Śrāvastī. Os śrāvakas, desprovidos do mérito necessário, são incapazes de ver esta exibição milagrosa.","01 THE SETTING Stem Array.pdf","https://drive.google.com/file/d/1nUGjdViJ3r4ZhfBBNxYs2hWzFUgYNfb5/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=1","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo1.glb"
"862700fe-df54-4f09-a11e-dc9eeb2e7574","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","34","Vāsantī","The liberation of the bodhisattva called ""the portal to guide beings through the radiance of the Dharma that eliminates the darkness of all beings."" Vāsantī's teaching is protective compassion in action. It is dedicated to being a refuge for all who suffer, especially in darkness and danger, using various methods to protect them from physical damage and guide them away from spiritual suffering and erroneous visions.","Upon arriving in Kapilavastu at dusk, Sudhana sees Vāsantī in a Kūṭāgāra (pavilion) of jewelry in heaven.","Night goddess","Spring Goddess","In the sky, above the city of Kapilavastu.","Sudhana arrives in Kapilavastu and, after sunset, sees the goddess of Vāsantī night in the sky over the city. She has a golden body, and he sees in her pores the kingdoms of beings she released and her various emanations, and he also hears from his pores the teachings of Dharma she gave. She tells Sudhana that she reached Bodhisattvica release, called the gate to guide beings through the radiance of the Dharma that eliminates the darkness of all beings. It describes how it helps various beings that are distressed in various ways in darkness, and how it free the beings from the darkness of Saṃsāra and protects and saves the beings from physical and spiritual dangers.","34 VĀSANTĪ Stem Array.pdf","https://drive.google.com/file/d/1-8n6Tse6Ue3YEV0PDcdilxeBhydaRw3D/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=34","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo34.glb"
"89a74a56-88dc-4bac-ae75-bedfae9d3682","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","12","Jayoṣmāyatana","The liberation of the bodhisattva called ""the incessant domain"". The teaching is transmitted through radical physical proof. By overcoming his fear and doubt, Sudhana learns that the instructions of a true, even if they seem destructive guide lead to transcendence. Pain becomes ecstasy, demonstrating that trust and delivery purify perception.","Sudhana finds Jayoṣmāyatana engaged in terrifying ascetic practices.","Brahon","Luminous Triumph","The land of ṣṣāṇa, where it is positioned between a mountain of fire and a cliff with a razor path.","Sudhana finds Brahumne Jayoṣmāyatana performing the ascetic practice of sitting under a cliff surrounded by four bonfires and under the sunny sun. He tells Sudhana that if he rises to the top of the cliff above and jumping into the fire, he will have pure conduct. Upon hearing this, Sudhana has doubts about Jayoṣmāyatana, but they appear deities in the sky describing how Jayoṣmāyatana asceticism has benefited them on the way to Budeity.","12 JAYOṢMĀYATANA Stem Array.pdf","https://drive.google.com/file/d/18AH15IUSQvMfcxtHadArTG4urbCptbjC/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=12","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo12.glb"
"903a437d-e971-4227-a31c-b23843c340a5","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","44","Māyādevī","The liberation of the bodhisattva called ""the display of the illusory conjures of the wisdom of the great prayer."" The central teaching of Māyādevī is that it, through the power of its prayers and its fulfillment, serves as the mother of all the bodhisattvas in their final existence, not just the Buddha śākyamuni. Its release is the ability to provide the perfect receptacle (the uterus) for the birth of a being intended for enlightenment, an act that is itself a manifestation of wisdom that comprises the illusory nature of birth and existence.","Before finding Māyādevī, Sudhana is greeted by several goddesses who guide and prepare him, teaching him about the purification of the ""city of mind"" as a prerequisite to find a true kalyāṇamitra.","Buddha Mother","Illusion, Mother of Buddha","In a miraculous (pavilion) kūṭāgāra that appears from the ground, in a large jewelry lotus.","Ratnanetrā, the goddess of the city, appears in heaven to Sudhana and instructs how to take care of the city of her mind. Then two goddesses of the body, dharmapadmaśrīkuśalā and hrśrīmañjariprabhāvā, appear to him, praising Māyādevī and shining over Sudhana a light that brings achievements. He then finds a Rākṣasa, guardian of the Bodhisattvas meeting hall, which teaches him two sets of ten qualities related to the Kalyāṇamitras. Sudhana sees before him a gigantic lotus, in the center of which there is a kūṭāgāra, within which is Māyādevī, which can appear anywhere in any being in various forms.","44 MĀYĀDEVĪ Stem Array.pdf","https://drive.google.com/file/d/16lJFuA44mA8ZtGrN_EPxlzpkyqDtopEr/view?usp=drive_link,","https://technosutra21.github.io/technosutra/?model=44","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo44.glb"
"995ab3f3-5cf3-4427-af20-058040a90d7d","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","20","Anala","The liberation of the bodhisattva called the ""Attainment of Illusions). The central teaching is that compassion can manifest itself in paradoxical forms. Anala reveals that all executions and sufferings are mere illusions, created by him as a skillful way to shock and dissuade his subjects to commit the ten non-virtuous acts. He teaches that a bodhisattva can use understanding of the illusory nature of phenomena to guide unconventional beings.","Sudhana finds King Anala presiding over a terrible punishment scenario.","King","Fire","The city of Tāladhvaja, specifically in the king's throne room and later in his palace.","Sudhana meets King Anala sitting on the throne judging hundreds of thousands of criminals while a horde of terrifying executioners punishes them in many ways, creating a blood lake and a mountain of parts of bodies. Sudhana has doubts about whether King Anala is a Bodhisattva, but deities appear in heaven and tell him not to doubt. King Anala takes Sudhana to his palace and explains that what he saw is an illusion that the king creates to inspire beings to avoid bad deeds.","20 ANALA Stem Array.pdf","https://drive.google.com/file/d/1w1XCClLHCdSGgQ3_yYCQ1TWDsFcfi4J9/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=20","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo20.glb"
"a09c2d35-f367-47b1-982c-ed401b4cd51d","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","45","Surendrābhā","The liberation of Bodhisattva called ""The Display of Pure and Unimpeded Memory"" (The Display of Pure, Unimpeded Memory). Surendrābhā is a transcendental memory power. She can perfectly remember an inconceivable number of past kalpas and all the Buddhas she served in these Eons. Your memory is not just a passive record; It retains and understands all the teachings it heard, remembering the whole life cycle of each Buddha, from the initial aspiration to the extinction of its Dharma.","Sudhana ascends to the heavenly kingdom and finds the goddess Surendrābhā.","Goddess of the thirty -three heavens","Splendor of the Lord of the Devas","Trāyastriṃśa's paradise (the heaven of the 33 gods).","Sudhana arrives in the paradise of Trāyastriṃśa and Surendrābhā tells her that she has reached Bodhisattvic release called the display of pure and unimpeded memory. This allows her to remember to serve countless Buddhas along countless kalpas, from the first development of aspiration to lighting to the moment her dharma ceases.","45 SURENDRĀBHĀ Stem Array.pdf","https://drive.google.com/file/d/1aMn6JQMtEmStrLPt4J07lP-1Ut6G3sgN/view?usp=drive_link,","https://technosutra21.github.io/technosutra/?model=45","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo45.glb"
"a4a2dd14-d341-4064-b144-eca654ad20ee","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","32","Mahādeva","Bodhisattva release called the ""Net of Clouds). This teaching operates in two main ways:","Shiva","Deva (Divinity)","Great dev","A temple in the crossroads of the city of Dvāravatī.","Sudhana arrives in the city called Dvāravatī and finds the deity Mahādeva in a temple in the city center. When Sudhana asks him for instructions, he extends the four arms to the four large oceans and brings back water to rinse his mouth. He praises the Bodhisattvas, who are so difficult to find, and states that he has reached the Bodhisattvic release called Cloud Network. Through this liberation, he manifests mountains of jewelry and precious objects before Sudhana to use them as offerings to the Buddhas in order to obtain merit.","32 MAHĀDEVA Stem Array.pdf","https://drive.google.com/file/d/163vdVBOLBjVU1vG0KEgkt6k860BKy-Az/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=32","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo32.glb"
"a9cabb39-d860-497e-86ab-ef787d4fdd15","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","5","Sāgaramegha","The release through the contemplation of vastness and the receipt of the Dharma. Sāgaramegha teaches the Dharma portal called ""Eyes that all see"" (All-Seeing Eyes), which was transmitted directly to a Tathāgata that came from a vision. This teaching is so vast that the whole ocean as ink would not be enough to write it.","Sudhana finds him and asks a series of poetic questions about how a Bodhisattva advances on the way.","Monk","Ocean cloud","On the ocean coast, in a district called Sāgaramukha.","Sudhana meets Sāgaramegha, who describes how, as she concentrated in the ocean and her qualities for twelve years, she saw a Buddha sitting from a precious giant lotus flower with countless deities of various kinds to pay honors to that Buddha, which granted her a teaching called Eyes that see all.","05 SĀGARAMEGHA Stem Array.pdf","https://drive.google.com/file/d/1EYvXCd9rENlfN_6k8xgK1Gn9KjNF0pUk/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=5","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo5.glb"
"b67c3032-3e9a-45bb-b3f0-121ff43bde41","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","27","SIṃHAVIJṛMBHITā","Bodhisattva release called the ""eradication of all pride"". From this achievement, she reached Samādhi from ""Agreement with all Dharmas"". Its central teaching is that true wisdom is non-conceptual and ego-free. Despite her miraculous skills and vast knowledge, she does not cling to the concept of ""beings"" she teaches, the ""Dharmas"" she hears, or the ""Buddhas"" she sees, remaining without arrogance.","Monja - Sit on all thrones","Nun","Lion","The Sūrya Pabha Park in the city of Kaliṅgavana, in the land of śroṇāparānta. The park is a miraculous manifestation of the hint of the nun, described with a magnificence that surpasses heavenly parades, with jewelry trees, fragrant lakes and thrones specifically prepared for each type of being.","Sudhana arrives in the city of Kaliṅgavana in the land of śroṇāparnt and finds ifivijṛmbhitā in a park called Sūryaprabha which, due to its miraculous power, is covered with jewelry and other miraculous manifestations. There are thrones at the foot of jewelry trees, in all of which sites siṃhavijṛmbhitā teaching the dharma to various types of beings and bodhisattvas. She tells Sudhana that she has reached Bodhisattvic release called the eradication of all presumption, which allows her to go in various forms to various worlds to make offerings to Buddhas and Bodhisattvas.","27 SIṂHAVIJṚMBHITĀ Stem Array.pdf","https://drive.google.com/file/d/1UJiZtShyygi4EOBxdpflx8c_heOLKpYx/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=27","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo27.glb"
"b740c8b8-57f9-4af9-9b2f-256c037a9bc3","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","46","Viśvāmitra","The teaching of this Kalyāṇamitra is humility and recognition of their own limits. Instead of offering a speech or describing a complex realization, Viśvāmitra acts as a link in the stream of guides. Its function is not to teach the content, but to point out the right direction, teaching Sudhana that the way involves seeking the right source for each type of specific knowledge.","Sudhana, after descending from paradise Trāyastriṃśa, finds Viśvāmitra, who is described simply as a teacher of children, and asks for teachings.","Teacher/master","Universal friend","The city of Kapilavastu.","Sudhana descends from paradise Trāyastriṃśa to Kapilavastu, where she saw, a children's teacher, simply instructed him to see śilpābhijña in the same city.","46 VIŚVĀMITRA Stem Array.pdf","https://drive.google.com/file/d/1Ps6nY9o2HldlOOANyA-PJsbO_QMQ1CJn/view?usp=sharing","https://technosutra21.github.io/technosutra/?model=46","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo46.glb"
"ba42e859-8256-4d97-9298-359ab1e265c6","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","29","Veṣṭhila","Bodhisattva release called ""the scope of the summit of inaccuracies."" The fundamental teaching is that Tathāgatas, in fact, never enter the final Parinirvāṇa; They just manifest this as a skillful way to inspire beings. Through this understanding, Veṣṭhila reached Samādhi called ""the display of the incessant family of the Buddhas.""","Sudhana finds Veṣṭhila, a devotee who makes offerings to a sanctuary that contains a tathman tonolus throne.","Householder","The surroundings","The city of śubhapāraṃgama.","Sudhana vai para a cidade de Śubhapāraṃgama, onde encontra o chefe de família Veṣṭhila, que atingiu o samādhi chamado exibição incessante da família dos budas quando abriu a porta de um santuário. Através desse samādhi ele vê incontáveis budas do passado, presente e futuro.","29 VEṢṬHILA Stem Array.pdf","https://drive.google.com/file/d/1yNuhfoYgXviW2CNZiSg88dXwgW-mzpil/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=29","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo29.glb"
"bd1a622b-6db3-4e31-88cb-13c578354eb1","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","9","Sāgaradhvaja","The release of the ""complete view of the realization of equanimity"". The teaching is not verbal, but a direct demonstration through its Samādhi. It manifests, from each part of his body, emanations that correspond to the practice and the result of the ten perfections, showing how the realization of a Bodhisattva actively benefits all beings.","Sudhana finds Sāgaradhvaja sitting in deep meditation, immobile and without breathing.","Monk","Ocean flag","Milapharaṇa, at the tip of the continent of Jambudvīpa.","Sudhana reaches Milapharaṇa and finds the monk Sāgaradhvaja sitting in meditation at the end of a meditation catwalk. He is emanating various types of beings, Bodhisattvas and Buddhas from different parts of his body, and these emanations are spreading throughout the Buddic kingdoms, performing various types of activities. Sudhana sits before him for six months and six days until Sāgaradhvaja rises from her Samādhi.","09 SĀGARADHVAJA Stem Array.pdf","https://drive.google.com/file/d/10iJh-r5hmq5Dtgx8VnYKWfaPc25d8NHT/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=9","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo9.glb"
"bf99fc85-6641-465c-9d1c-6b106fc3c09e","2025-07-21T20:00:45Z","2025-07-21T20:01:28Z","540c04c9-09fc-436f-957a-b842dc06a474","36","Pramuditanayanajagadvirocanā","The liberation of the bodhisattva that demonstrates the incessant and unlimited joy of the practice of the ten perfections (pāramitās) for the benefit of all beings. The teaching is not verbal, but a visionary demonstration.","Sudhana approaches the goddess, whose name means ""the one whose cheerful eyes illuminate the world.""","Night goddess","The one that illuminates the world with cheerful eyes","In Bodhimaṇḍa, within the great assembly of the Buddha.","Sudhana goes to the south side of Bodhimaṇḍa, where she sees the goddess of pramuditanayanajagadvirocanā. Sudhana sees bodies emanated, as numerous as all beings, leaving all her pores, teaching the path of Bodhisattva to beings in different languages and forms. Sudhana praises her in verse and then asks her when she reached her Bodhisattvica release, called the flag of the power of vast joy, without macula and completely good.","36 PRAMUDITANAYANAJAGADVIROCANĀ Stem Array.pdf","https://drive.google.com/file/d/1g7KSQafUfQnLgZA0ZmFXXnDkanWKfuQP/view?usp=drive_link","https://technosutra21.github.io/technosutra/?model=36","https://cdn.statically.io/gh/technosutra21/technosutra/master/modelo36.glb"
